Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,DATEofReport,REP_DATE,date_occ,hour_occ,dow,date_fnd,hour_fnd,dow,DayCount,HRCount,Hrcalc,Hrcalcw,TimeCode,FID,X,Y,,,Donxees,Donyees,
5665 PONCE DE LEON BLVD,,10002827,,XOT,TRESPASSING,07U,04/ 6/10,04/06/10,10/04/06,04/06/10,1851,TU,04/06/10,18:51 a12/p12,TU,0,00:00,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
6299 SAN AMARO DR,,10004365,,XOT,TRESPASSING,07U,06/ 2/10,06/02/10,10/06/02,06/02/10,1300,WE,06/02/10,13:00 a12/p12,WE,0,0.017373,0,CALC,T7,#N/A,#N/A,#N/A,,,,,
1241 THEO DICKINSON DR,,10006979,1,XOT,TRESPASSING,07U,09/ 9/10,09/09/10,10/09/09,09/09/10,2225,TH,09/09/10,22:25 a12/p12,TH,0,00:00,0,CALC,T12,81,892858.31700000004,503002.52299999999,,,,,
1330 MILLER DR,,11001465,1,XOT,TRESPASSING,07U,,02/25/2011,11/02/25,[$-409]01:45 a02/p02,[$-409]01:45 a02/p02,FR,02/25/2011,[$-409]01:55 a02/p02,FR,0,0.006956,0,CALC,T1,885,894038.22,504381.37099999998,,,,,
1231 DICKINSON DR,,11001467,1,XOT,TRESPASSING,07U,,02/25/2011,11/02/25,[$-409]02:53 a02/p02,[$-409]02:53 a02/p02,FR,02/25/2011,[$-409]02:53 a02/p02,FR,0,00:00,0,CALC,T2,723,893030.946,502702.36300000001,,,,,
1231 DICKINSON DR,,11003161,2,XOT,TRESPASSING,07U,,04/26/2011,11/04/26,[$-409]11:35 a04/p04,[$-409]11:35 a04/p04,SU,04/24/2011,[$-409]11:37 a04/p04,SU,0,0.001389,0,CALC,T6,848,893063.03500000003,503398.39399999997,,,,,
1311 MILLER DR,,11003233,1,XOT,TRESPASSING,07U,,04/27/2011,11/04/27,[$-409]01:20 a04/p04,[$-409]01:20 a04/p04,WE,04/27/2011,[$-409]01:21 a04/p04,WE,0,0.000694,0,CALC,T1,15,893418.14899999998,504751.58100000001,,,,,
1306 STANFORD DR,,11006511,2,XOT,TRESPASSING,07U,,08/27/2011,11/08/27,[$-409]14:07 a08/p08,[$-409]14:07 a08/p08,SA,08/27/2011,[$-409]14:07 a08/p08,SA,0,0.000012,0,CALC,T8,#N/A,#N/A,#N/A,,,,,
5150 BRUNSON DR,,11006591,2,XOT,TRESPASSING,07U,,08/30/2011,11/08/30,[$-409]11:00 a08/p08,[$-409]11:00 a08/p08,TU,08/30/2011,[$-409]14:00 a08/p08,TU,0,03:00,3,CALC,T8,#N/A,#N/A,#N/A,,,,,
1301 MEMORIAL DR,,11006908,2,XOT,TRESPASSING,07U,,09/ 9/2011,11/09/09,[$-409]08:30 a09/p09,[$-409]08:30 a09/p09,FR,09/ 9/2011,[$-409]15:30 a09/p09,FR,0,07:00,7,T24,T24,7,893366.68200000003,505369.12400000001,,,,,
1231 DICKINSON DR,,11006991,2,XOT,TRESPASSING,07U,,09/12/2011,11/09/12,[$-409]14:00 a09/p09,[$-409]14:00 a09/p09,SU,09/12/2011,[$-409]14:30 a09/p09,MO,1,[$-409]00:30 a12/p12,0,CALC,T8,849,893145.97100000002,503306.28499999997,,,,,
1239 DICKINSONDR,,11007159,1,XOT,TRESPASSING,07U,,09/18/2011,11/09/18,[$-409]14:00 a09/p09,[$-409]14:00 a09/p09,WE,09/18/2011,[$-409]11:25 a09/p09,SU,4,[$-409]21:25 a01/p01,21,U,U,821,892904.57799999998,503389.14600000001,,,,,
1231 DICKINSON DR,,11007169,2,XOT,TRESPASSING,07U,,09/18/2011,11/09/18,[$-409]00:00 a09/p09,[$-409]00:00 a09/p09,SU,09/18/2011,[$-409]17:45 a09/p09,SU,0,17:45,17,T24,T24,865,893063.45700000005,503573.89799999999,,,,,
1306 STANFORD DR,,11007296,2,XOT,TRESPASSING,07U,,09/22/2011,11/09/22,[$-409]07:40 a09/p09,[$-409]07:40 a09/p09,TH,09/22/2011,[$-409]17:30 a09/p09,TH,0,09:49,9,T24,T24,888,894080.06299999997,504317.14799999999,,,,,
6201 SAN AMARO DR,,13001680,1,XOT,TRESPASSING,07U,,03/04/13,,03/04/13,1145,MO,03/04/13,1155,MO,0,0.006262,0,CALC,T1,87,892389.13100000005,501428.88400000002,,,,,
5600 GEORGE E MERRICK ST,,13002115,2,XOT,TRESPASSING,07U,,03/19/13,,03/19/13,0920,TU,03/19/13,1530,TU,0,06:10,6,T24,T24,#N/A,#N/A,#N/A,,,,,
5030 BRUNSON DR,,13002437,1,XOT,TRESPASSING,07U,,03/31/13,,03/31/13,1708,SU,03/31/13,1712,SU,0,0.002778,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5202 UNIVERSITY DR,316,13002501,2,XOT,TRESPASSING,07U,,04/02/13,,04/01/13,1625,MO,04/02/13,0900,TU,1,16:34,16,T24,T24,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,,13002859,1,XOT,TRESPASSING,07U,,04/14/13,,04/14/13,1920,SU,04/14/13,1936,SU,0,0.011111,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,BLK,13003356,1,XOT,TRESPASSING,07U,,05/03/13,,05/02/13,0817,TH,05/02/13,0817,TH,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1306 STANFORD DR,RM:232,13003956,2,XOT,TRESPASSING,07U,,05/24/13,,05/24/13,0840,FR,05/24/13,0843,FR,0,0.002083,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5665 PONCE DE LEON BLVD,,13007248,2,XOT,TRESPASSING,07U,,09/26/13,,09/26/13,0200,TH,09/26/13,0514,TH,0,03:13,3,CALC,T1,123,893056.50699999998,501950.05499999999,,,,,
1245 DAUER DR,,13008224,2,XOT,TRESPASSING,07U,,11/03/13,,11/02/13,2226,SA,11/02/13,2251,SA,0,0.017373,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5821 SAN AMARO DR,,13008286,1,XOT,TRESPASSING,07U,,11/05/13,,10/18/13,0719,FR,11/04/13,1300,MO,16,[$-409]05:41 a01/p01,5,U,U,#N/A,#N/A,#N/A,,,,,
5801 SAN AMARO DR,,13008660,1,XOT,TRESPASSING,07U,,11/18/13,,11/18/13,0751,MO,11/18/13,0805,MO,0,0.009722,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
6201 SAN AMARO DR,,13008770,1,XOT,TRESPASSING,07U,,11/21/13,,11/21/13,1238,TH,11/21/13,1252,TH,0,0.009734,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,PT918,12006707,1,ZOQ,ULEAD,07U,,08/29/2012,12/08/29,[$-409]21:15 a08/p08,[$-409]21:15 a08/p08,WE,08/29/2012,[$-409]21:16 a08/p08,WE,0,0.000694,0,CALC,T11,71,893300.82700000005,503382.65600000002,,,,,
1231 DICKINSON DR,708PT,12007030,1,ZOQ,ULEAD,07U,,09/11/2012,12/09/11,[$-409]00:42 a09/p09,[$-409]00:42 a09/p09,TU,09/11/2012,[$-409]00:42 a09/p09,TU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,PT 911,12007194,1,ZOQ,ULEAD,07U,,09/16/2012,12/09/16,[$-409]12:35 a09/p09,[$-409]12:35 a09/p09,SA,09/15/2012,[$-409]12:36 a09/p09,SA,0,0.000706,0,CALC,T7,71,893300.82700000005,503382.65600000002,,,,,
1231 DICKINSON DR,MT921,12007273,1,ZOQ,ULEAD,07U,,09/18/2012,12/09/18,[$-409]23:30 a09/p09,[$-409]23:30 a09/p09,TU,09/18/2012,[$-409]23:31 a09/p09,TU,0,0.000694,0,CALC,T12,70,893261.76699999999,503552.82699999999,,,,,
1239 DICKINSON DR,WT 605,12007393,1,ZOQ,ULEAD,07U,,09/23/2012,12/09/23,[$-409]23:38 a09/p09,[$-409]23:38 a09/p09,SA,09/22/2012,[$-409]23:40 a09/p09,SA,0,0.0014,0,CALC,T12,74,892974.25199999998,503706.15500000003,,,,,
1231 DICKINSON DR,,12007517,1,ZOQ,ULEAD,07U,,09/27/2012,12/09/27,[$-409]00:45 a09/p09,[$-409]00:45 a09/p09,TH,09/27/2012,[$-409]04:30 a09/p09,TH,0,03:45,3,CALC,T3,#N/A,#N/A,#N/A,,,,,
1306 STANFORD DR,,12007584,1,ZOQ,ULEAD,07U,,09/29/2012,12/09/29,[$-409]13:40 a09/p09,[$-409]13:40 a09/p09,SA,09/29/2012,[$-409]13:45 a09/p09,SA,0,0.003472,0,CALC,T7,#N/A,#N/A,#N/A,,,,,
1300 STANFORD DR,BLK,12007622,2,ZOQ,ULEAD,07U,,10/ 1/2012,12/10/01,[$-409]08:18 a10/p10,[$-409]08:18 a10/p10,MO,10/ 1/2012,[$-409]08:18 a10/p10,MO,0,00:00,0,CALC,T5,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,,12007653,1,ZOQ,ULEAD,07U,,10/ 1/2012,12/10/01,[$-409]23:20 a10/p10,[$-409]23:20 a10/p10,MO,10/ 1/2012,[$-409]23:20 a10/p10,MO,0,00:00,0,CALC,T12,70,893261.76699999999,503552.82699999999,,,,,
1239 DICKINSON DR,WT708,12007930,1,ZOQ,ULEAD,07U,,10/10/2012,12/10/10,[$-409]21:00 a10/p10,[$-409]21:00 a10/p10,WE,10/10/2012,[$-409]22:45 a10/p10,WE,0,0.072917,1,CALC,T12,74,892974.25199999998,503706.15500000003,,,,,
1231 DICKINSON DR,M412,12008047,1,ZOQ,ULEAD,07U,,10/15/2012,12/10/15,[$-409]00:40 a10/p10,[$-409]00:40 a10/p10,MO,10/15/2012,[$-409]00:40 a10/p10,MO,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,WT318,12008121,1,ZOQ,ULEAD,07U,,10/16/2012,12/10/16,[$-409]20:30 a10/p10,[$-409]20:30 a10/p10,TU,10/16/2012,[$-409]20:40 a10/p10,TU,0,0.006944,0,CALC,T11,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,,12008122,1,ZOQ,ULEAD,07U,,10/17/2012,12/10/16,[$-409]18:00 a10/p10,[$-409]18:00 a10/p10,TU,10/16/2012,[$-409]19:34 a10/p10,TU,0,0.065278,1,CALC,T10,#N/A,#N/A,#N/A,,,,,
1200 DICKINSON DR,BLK,12008254,2,ZOQ,ULEAD,07U,,10/20/2012,12/10/20,[$-409]01:20 a10/p10,[$-409]01:20 a10/p10,SA,10/20/2012,[$-409]01:20 a10/p10,SA,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1241 DICKINSON DR,,12008323,1,ZOQ,ULEAD,07U,,10/22/2012,12/10/22,[$-409]15:31 a10/p10,[$-409]15:31 a10/p10,MO,10/22/2012,[$-409]15:45 a10/p10,MO,0,0.009722,0,CALC,T8,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT1210,12008446,1,ZOQ,ULEAD,07U,,10/25/2012,12/10/25,[$-409]22:00 a10/p10,[$-409]22:00 a10/p10,TH,10/25/2012,[$-409]22:05 a10/p10,TH,0,0.003484,0,CALC,T12,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,WT207,12009104,1,ZOQ,ULEAD,07U,,11/16/2012,02/11/16,[$-409]01:45 a11/p11,[$-409]01:45 a11/p11,SA,11/16/2012,[$-409]02:05 a11/p11,FR,3600,[$-409]00:20 a12/p12,0,U,U,74,892974.25199999998,503706.15500000003,,,,,
1239 DICKINSON DR,,12009132,1,ZOQ,ULEAD,07U,,11/16/2012,12/11/16,[$-409]18:15 a11/p11,[$-409]18:15 a11/p11,FR,11/16/2012,[$-409]18:20 a11/p11,FR,0,0.003484,0,CALC,T10,#N/A,#N/A,#N/A,,,,,
1300 STANFORD DR,BLK,12009150,1,ZOQ,ULEAD,07U,,11/17/2012,12/11/17,[$-409]17:00 a11/p11,[$-409]17:00 a11/p11,SA,11/17/2012,[$-409]17:00 a11/p11,SA,0,00:00,0,CALC,T9,#N/A,#N/A,#N/A,,,,,
1300 STANFORD DR,,12009151,1,ZOQ,ULEAD,07U,,11/17/2012,12/11/17,[$-409]17:00 a11/p11,[$-409]17:00 a11/p11,SA,11/17/2012,[$-409]17:00 a11/p11,SA,0,00:00,0,CALC,T9,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,237,12009177,1,ZOQ,ULEAD,07U,,11/18/2012,12/11/18,[$-409]21:16 a11/p11,[$-409]21:16 a11/p11,SU,11/18/2012,[$-409]21:16 a11/p11,SU,0,00:00,0,CALC,T11,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,WT506,12009216,1,ZOQ,ULEAD,07U,,11/19/2012,12/11/19,[$-409]17:55 a11/p11,[$-409]17:55 a11/p11,MO,11/19/2012,[$-409]17:56 a11/p11,MO,0,0.000694,0,CALC,T9,74,892974.25199999998,503706.15500000003,,,,,
1570 LIGURIA AV,105A,12009217,1,ZOQ,ULEAD,07U,,11/19/2012,12/11/19,[$-409]18:45 a11/p11,[$-409]18:45 a11/p11,MO,11/19/2012,[$-409]18:45 a11/p11,MO,0,00:00,0,CALC,T10,102,891475.59199999995,501707.87099999998,,,,,
1570 LIGURIA AV,UV 7-311,12009221,1,ZOQ,ULEAD,07U,,11/19/2012,12/11/19,[$-409]22:20 a11/p11,[$-409]22:20 a11/p11,MO,11/19/2012,[$-409]22:40 a11/p11,MO,0,0.0139,0,CALC,T12,102,891475.59199999995,501707.87099999998,,,,,
1239 DICKINSON DR,WT804,12009256,1,ZOQ,ULEAD,07U,,11/21/2012,12/11/21,[$-409]00:50 a11/p11,[$-409]00:50 a11/p11,WE,11/21/2012,[$-409]01:20 a11/p11,WE,0,0.020833,0,CALC,T1,74,892974.25199999998,503706.15500000003,,,,,
1239 DICKINSON DR,W404,12009297,1,ZOQ,ULEAD,07U,,11/21/2012,12/11/21,[$-409]20:30 a11/p11,[$-409]20:30 a11/p11,WE,11/21/2012,[$-409]20:30 a11/p11,WE,0,00:00,0,CALC,T11,74,892974.25199999998,503706.15500000003,,,,,
1570 LIGURIA AV,111B,13000243,1,ZOQ,ULEAD,07U,,01/11/13,,01/11/13,1925,FR,01/11/13,1945,FR,0,0.013889,0,CALC,T1,261,891462.24800000002,501943.88500000001,,,,,
1239 DICKINSON DR,WT1204,13000245,1,ZOQ,ULEAD,07U,,01/11/13,,01/11/13,2035,FR,01/11/13,2035,FR,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT1206,13000268,2,ZOQ,ULEAD,07U,,01/13/13,,01/13/13,0210,SU,01/13/13,0430,SU,0,0.096539,2,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,R319,13000406,1,ZOQ,ULEAD,07U,,01/17/13,,01/17/13,2200,TH,01/17/13,2205,TH,0,0.003484,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,,13000410,1,ZOQ,ULEAD,07U,,01/18/13,,01/18/13,0130,FR,01/18/13,0140,FR,0,0.006956,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,,13000436,1,ZOQ,ULEAD,07U,,01/18/13,,01/18/13,2230,FR,01/18/13,2231,FR,0,0.000706,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,,13000560,1,ZOQ,ULEAD,07U,,01/23/13,,01/23/13,1715,WE,01/23/13,1719,WE,0,0.002789,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5500 PONCE DE LEON BLVD,BLK,13000565,1,ZOQ,ULEAD,07U,,01/23/13,,01/23/13,2335,WE,01/23/13,2335,WE,0,00:00,0,CALC,T1,596,893085.93900000001,501909.61599999998,,,,,
1231 DICKINSON DR,MT1208,13000600,1,ZOQ,ULEAD,07U,,01/25/13,,01/24/13,1141,TH,01/25/13,0005,FR,1,12:24,12,T24,T24,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,WT811,13000642,1,ZOQ,ULEAD,07U,,01/26/13,,01/26/13,0200,SA,01/26/13,0215,SA,0,0.010428,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,,13000669,2,ZOQ,ULEAD,07U,,01/27/13,,01/27/13,0158,SU,01/27/13,0158,SU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,,13000674,1,ZOQ,ULEAD,07U,,01/27/13,,01/27/13,1245,SU,01/27/13,1250,SU,0,0.003472,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,PT:917,13000790,1,ZOQ,ULEAD,07U,,02/01/13,,01/31/13,1500,TH,01/31/13,1524,TH,0,0.016667,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,235,13000808,1,ZOQ,ULEAD,07U,,02/01/13,,01/31/13,2305,TH,02/01/13,0300,FR,1,03:54,3,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,,13000810,1,ZOQ,ULEAD,07U,,02/01/13,,02/01/13,0115,FR,02/01/13,0141,FR,0,0.018056,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT1207,13001052,1,ZOQ,ULEAD,07U,,02/09/13,,02/09/13,0035,SA,02/09/13,0146,SA,0,0.049306,1,CALC,T1,70,893261.76699999999,503552.82699999999,,,,,
1231 DICKINSON DR,PT318,13001186,1,ZOQ,ULEAD,07U,,02/13/13,,02/13/13,2240,WE,02/13/13,2245,WE,0,0.003484,0,CALC,T1,71,893300.82700000005,503382.65600000002,,,,,
1211 DICKINSON DR,236,13001279,1,ZOQ,ULEAD,07U,,02/16/13,,02/16/13,2043,SA,02/16/13,2047,SA,0,0.002789,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1211 DICKINSON DR,450,13001453,1,ZOQ,ULEAD,07U,,02/24/13,,02/24/13,0213,SU,02/24/13,0218,SU,0,0.003484,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,,13001471,1,ZOQ,ULEAD,07U,,02/24/13,,02/24/13,2215,SU,02/24/13,2215,SU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,PT 1121,13001561,1,ZOQ,ULEAD,07U,,02/28/13,,02/27/13,2238,WE,02/27/13,2242,WE,0,0.002778,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1211 DICKINSON DR,,13001596,1,ZOQ,ULEAD,07U,,03/01/13,,03/01/13,0405,FR,03/01/13,0410,FR,0,0.003472,0,CALC,T1,200,893607.14099999995,503723.93800000002,,,,,
1231 DICKINSON DR,,13001621,1,ZOQ,ULEAD,07U,,03/01/13,,03/01/13,1909,FR,03/01/13,1917,FR,0,0.005556,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT 720,13002103,1,ZOQ,ULEAD,07U,,03/19/13,,03/19/13,0105,TU,03/19/13,0135,TU,0,0.020833,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT204,13002154,1,ZOQ,ULEAD,07U,,03/21/13,,03/20/13,2300,WE,03/21/13,0015,TH,1,0.052083,1,CALC,T1,#N/A,#N/A,#N/A,,,,,
5665 PONCE DE LEON BLVD,,13002178,1,ZOQ,ULEAD,07U,,03/22/13,,03/22/13,0059,FR,03/22/13,0100,FR,0,0.000694,0,CALC,T1,123,893056.50699999998,501950.05499999999,,,,,
1231 DICKINSON DR,,13002212,1,ZOQ,ULEAD,07U,,03/23/13,,03/23/13,0110,SA,03/23/13,0451,SA,0,03:41,3,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,,13002372,1,ZOQ,ULEAD,07U,,03/29/13,,03/29/13,0242,FR,03/29/13,0242,FR,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5665 PONCE DE LEON BLVD,,13002389,1,ZOQ,ULEAD,07U,,03/29/13,,03/29/13,1743,FR,03/29/13,1743,FR,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1565 LIGURIA AV,107C,13002410,1,ZOQ,ULEAD,07U,,03/30/13,,03/30/13,1330,SA,03/30/13,1400,SA,0,0.020833,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1101 STANFORD DR,,13002521,1,ZOQ,ULEAD,07U,,04/02/13,,04/02/13,2115,TU,04/02/13,2115,TU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT311,13002557,1,ZOQ,ULEAD,07U,,04/04/13,,04/03/13,1130,WE,04/04/13,0319,TH,1,15:49,15,T24,T24,#N/A,#N/A,#N/A,,,,,
1540 CORNICHE AV,401B,13002590,1,ZOQ,ULEAD,07U,,04/04/13,,04/04/13,2000,TH,04/04/13,2030,TH,0,0.020833,0,CALC,T1,108,891547.33,502483.14199999999,,,,,
1231 DICKINSON DR,,13002650,1,ZOQ,ULEAD,07U,,04/07/13,,04/07/13,0230,SU,04/07/13,0231,SU,0,0.000694,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1570 LIGURIA AV,213A,13002658,1,ZOQ,ULEAD,07U,,04/07/13,,04/07/13,1553,SU,04/07/13,1553,SU,0,0.000012,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5600 PONCE DE LEON BLVD,BLK,13002858,1,ZOQ,ULEAD,07U,,04/14/13,,04/14/13,1703,SU,04/14/13,1703,SU,0,0.000012,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1101 STANFORD DR,MRC 308,13002935,1,ZOQ,ULEAD,07U,,04/16/13,,04/16/13,2242,TU,04/16/13,2242,TU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,RT710,13003255,1,ZOQ,ULEAD,07U,,04/28/13,,04/28/13,0110,SU,04/28/13,0130,SU,0,0.013889,0,CALC,T1,73,892981.07499999995,503526.10499999998,,,,,
1239 DICKINSON DR,R310,13003266,1,ZOQ,ULEAD,07U,,04/28/13,,04/28/13,2230,SU,04/28/13,2230,SU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,R1207,13003289,1,ZOQ,ULEAD,07U,,04/29/13,,04/29/13,2230,MO,04/29/13,2230,MO,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,,13003440,1,ZOQ,ULEAD,07U,,05/05/13,,05/05/13,0228,SU,05/05/13,0228,SU,0,0.000012,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,,13003443,2,ZOQ,ULEAD,07U,,05/05/13,,05/05/13,0610,SU,05/05/13,0615,SU,0,0.003472,0,CALC,T1,639,895186.48300000001,504469.766,,,,,
1231 DICKINSON DR,MT617,13006259,1,ZOQ,ULEAD,07U,,08/24/13,,08/24/13,2040,SA,08/24/13,2045,SA,0,0.003484,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1101 STANFORD DR,724,13006275,1,ZOQ,ULEAD,07U,,08/25/13,,08/25/13,2115,SU,08/25/13,2135,SU,0,0.013889,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT 610,13006315,1,ZOQ,ULEAD,07U,,08/27/13,,08/27/13,0043,TU,08/27/13,0059,TU,0,0.011111,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1570 LIGURIA AV,207,13006382,1,ZOQ,ULEAD,07U,,08/28/13,,08/28/13,1618,WE,08/28/13,1620,WE,0,0.0014,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,RT506,13006395,1,ZOQ,ULEAD,07U,,08/28/13,,08/28/13,2230,WE,08/28/13,2240,WE,0,0.006956,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1525 ALBENGA AV,4-208,13006426,1,ZOQ,ULEAD,07U,,08/29/13,,08/29/13,1935,TH,08/29/13,1945,TH,0,0.006956,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1300 STANFORD DR,BLK,13006459,1,ZOQ,ULEAD,07U,,08/30/13,,08/30/13,2226,FR,08/30/13,2226,FR,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT810,13006566,1,ZOQ,ULEAD,07U,,09/04/13,,09/04/13,2230,WE,09/04/13,2245,WE,0,0.010405,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT416,13006599,1,ZOQ,ULEAD,07U,,09/06/13,,09/05/13,2225,TH,09/05/13,2249,TH,0,0.016667,0,CALC,T1,76,892865.95600000001,503580.26199999999,,,,,
1239 DICKINSON DR,WT1009,13006602,1,ZOQ,ULEAD,07U,,09/06/13,,09/06/13,0015,FR,09/06/13,0025,FR,0,0.006956,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,WT206,13006767,1,ZOQ,ULEAD,07U,,09/11/13,,09/11/13,2220,WE,09/11/13,2225,WE,0,0.003472,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5665 PONCE DE LEON BLVD,,13006772,1,ZOQ,ULEAD,07U,,09/12/13,,09/12/13,1045,TH,09/12/13,1046,TH,0,0.000706,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 STANFORD DR,,13006810,1,ZOQ,ULEAD,07U,,09/13/13,,09/13/13,1055,FR,09/13/13,1104,FR,0,0.006262,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,,13006837,1,ZOQ,ULEAD,07U,,09/14/13,,09/14/13,0000,SA,09/14/13,0020,SA,0,0.013889,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,PT 321,13006954,1,ZOQ,ULEAD,07U,,09/18/13,,09/18/13,2145,WE,09/18/13,2159,WE,0,0.009722,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,,13006956,1,ZOQ,ULEAD,07U,,09/19/13,,09/18/13,2345,WE,09/18/13,2359,WE,0,0.009722,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1101 STANFORD DR,,13006992,1,ZOQ,ULEAD,07U,,09/20/13,,09/20/13,0130,FR,09/20/13,0146,FR,0,0.011111,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
5185 PONCE DE LEON BLVD,PRC 412,13007467,1,ZOQ,ULEAD,07U,,10/08/13,,10/07/13,2206,MO,10/07/13,2206,MO,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1216 DICKINSON DR,,13007585,1,ZOQ,ULEAD,07U,,10/12/13,,10/11/13,2253,FR,10/11/13,2253,FR,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1570 LIGURIA AV,302D,13007799,1,ZOQ,ULEAD,07U,,10/18/13,,10/18/13,1508,FR,10/18/13,1508,FR,0,0.000012,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1231 DICKINSON DR,MT613,13007830,1,ZOQ,ULEAD,07U,,10/19/13,,10/19/13,2300,SA,10/19/13,2305,SA,0,0.003484,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1239 DICKINSON DR,WT403,13008003,1,ZOQ,ULEAD,07U,,10/26/13,,10/25/13,2300,FR,10/25/13,2305,FR,0,0.003484,0,CALC,T1,#N/A,#N/A,#N/A,,,,,
1204 DICKINSON DR,,13008053,1,ZOQ,ULEAD,07U,,10/28/13,,10/28/13,0745,MO,10/28/13,0800,MO,0,0.010417,0,CALC,T1,61,893997.68799999997,503562.033,,,,,
