Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,date_rept,DATEofReport,REP_DATE,date_occ,hour_occ,dow,date_fnd,hour_fnd,dow,DayCount,HRCount,Hrcalc,Hrcalcw,TimeCode,FID,X,Y,,,Donxees,Donyees,
1239 THEO DICKINSON DR,WT122,10000803,1,DIA,DISTURBANCE DOMESTIC,07U,01/30/10,01/30/10,10/01/30,01/30/10,0230,SA,01/30/10,02:30 a12/p12,SA,0,0.020833,0,CALC,T2,74,892974.25199999998,503706.15500000003,,,896072.620,504518.750,
1239 THEO DICKINSON DR,WT 1018,10001336,,DIA,DISTURBANCE DOMESTIC,07U,02/16/10,02/16/10,10/02/16,02/16/10,0140,TU,02/16/10,01:40 a12/p12,TU,0,0.002083,0,CALC,T1,#N/A,#N/A,#N/A,,,893181.630,503228.560,
1239 THEO DICKINSON DR,,10003578,,DIA,DISTURBANCE DOMESTIC,07U,05/ 2/10,05/02/10,10/05/02,05/02/10,0200,SU,05/02/10,02:00 a12/p12,SU,0,0.024306,0,CALC,T2,#N/A,#N/A,#N/A,,,893195.560,503214.180,
5501 SAN AMARO DR,,10006822,2,DIA,DISTURBANCE DOMESTIC,07U,09/ 3/10,09/03/10,10/09/03,09/03/10,1450,FR,09/03/10,14:50 a12/p12,FR,0,0.000012,0,CALC,T8,41,892819.9,504115.40600000002,,,892692.560,501420.220,
5501 SAN AMARO DR,,10007181,1,DIA,DISTURBANCE DOMESTIC,07U,09/17/10,09/17/10,10/09/17,09/17/10,1235,FR,09/17/10,12:35 a12/p12,FR,0,0.006956,0,CALC,T7,#N/A,#N/A,#N/A,,,894383.750,505930.720,
1575 LIGURIA AV,112,11001029,1,DIA,DISTURBANCE DOMESTIC,07U,,02/ 8/2011,11/02/08,[$-409]08:00 a02/p02,[$-409]08:00 a02/p02,TU,02/ 8/2011,[$-409]09:00 a02/p02,TU,0,0.041667,1,CALC,T5,353,891498.64500000002,502456.56300000002,,,892669.500,504245.340,
6000 SAN AMARO DR,BLK,11001568,2,DIA,DISTURBANCE DOMESTIC,07U,,03/ 1/2011,11/03/01,[$-409]23:16 a02/p02,[$-409]23:16 a02/p02,MO,02/28/2011,[$-409]23:20 a02/p02,MO,-2,0.002778,0,CALC,T12,362,892222.57,501632.451,,,892677.440,504239.280,
1231 DICKINSON DR,PT807,11005104,2,DIA,DISTURBANCE DOMESTIC,07U,,07/ 4/2011,11/07/04,[$-409]15:40 a07/p07,[$-409]15:40 a07/p07,MO,07/ 4/2011,[$-409]15:40 a07/p07,MO,0,00:00,0,CALC,T8,71,893300.82700000005,503382.65600000002,,,891669.880,502097.840,
5501 BRUNSON DR,,11006613,1,DIA,DISTURBANCE DOMESTIC,07U,,08/31/2011,11/08/31,[$-409]11:25 a08/p08,[$-409]11:25 a08/p08,WE,08/31/2011,[$-409]11:25 a08/p08,WE,0,00:00,0,CALC,T6,#N/A,#N/A,#N/A,,,894351.880,504069.220,
1231 DICKINSON DR,,11006757,2,DIA,DISTURBANCE DOMESTIC,07U,,09/ 4/2011,11/09/04,[$-409]22:25 a09/p09,[$-409]22:25 a09/p09,SU,09/ 4/2011,[$-409]22:35 a09/p09,SU,0,0.006944,0,CALC,T12,789,892957.147,503136.26799999998,,,892692.560,501420.220,
1585 ALBENGA AV,,11007104,1,DIA,DISTURBANCE DOMESTIC,07U,,09/15/2011,11/09/15,[$-409]21:47 a09/p09,[$-409]21:47 a09/p09,TH,09/15/2011,[$-409]21:55 a09/p09,TH,0,0.005556,0,CALC,T11,#N/A,#N/A,#N/A,,,891669.880,502097.840,
5185 PONCE DE LEON BLVD,315,12006949,2,DIA,DISTURBANCE DOMESTIC,07U,,09/ 7/2012,12/09/07,[$-409]20:00 a08/p08,[$-409]20:00 a08/p08,MO,08/27/2012,[$-409]20:01 a08/p08,MO,0,0.000694,0,CALC,T11,#N/A,#N/A,#N/A,,,891669.880,502097.840,
1527 ALBENGA AV,406A,12007159,2,DIA,DISTURBANCE DOMESTIC,07U,,09/14/2012,12/09/14,[$-409]14:15 a09/p09,[$-409]14:15 a09/p09,FR,09/14/2012,[$-409]14:15 a09/p09,FR,0,00:00,0,CALC,T8,#N/A,#N/A,#N/A,,,891669.880,502097.840,
1560 LIGURIA AV,203,12007292,1,DIA,DISTURBANCE DOMESTIC,07U,,09/19/2012,12/09/19,[$-409]12:45 a09/p09,[$-409]12:45 a09/p09,WE,09/19/2012,[$-409]12:55 a09/p09,WE,0,0.006944,0,CALC,T7,#N/A,#N/A,#N/A,,,892692.560,501420.220,
5185 PONCE DE LEON BLVD,,12009575,1,DIA,DISTURBANCE DOMESTIC,07U,,12/ 3/2012,12/12/03,[$-409]20:06 a12/p12,[$-409]20:06 a12/p12,MO,12/ 3/2012,[$-409]20:07 a12/p12,MO,0,0.000694,0,CALC,T11,607,895367.09600000002,504128.28899999999,,,892692.560,501420.220,
6200 SAN AMARO DR,,13000685,1,DIA,DISTURBANCE DOMESTIC,07U,,01/28/13,,01/28/13,0931,MO,01/28/13,0934,MO,0,0.002083,0,CALC,T1,#N/A,#N/A,#N/A,,,893181.630,503228.560,
1231 DICKINSON DR,,13001435,1,DIA,DISTURBANCE DOMESTIC,07U,,02/23/13,,02/23/13,0300,SA,02/23/13,0300,SA,0,00:00,0,CALC,T1,823,893040.96200000006,503228.41399999999,,,891934.430,502351.460,
1000 MEMORIAL DR,,07001007,1,DIB,DISTURBANCE OTHER,07U,"02/ 3/2007""  ""15:21:50 a02/p02",02/03/07,07/02/03 ,"02/ 3/2007""  ""15:21:49 a02/p02",1521,SA,"02/ 3/2007""  ""15:21:50 a02/p02",15:20,SA,0,0.000012,0,CALC,T8,28,894184.72699999996,504997.91200000001,,,893298.620,503290.810,
1265 DAUER DR,,07001965,1,DIB,DISTURBANCE OTHER,07U,"03/ 3/2007""  ""14:41:02 a03/p03",03/03/07,07/03/03 ,"03/ 3/2007""  ""14:30:00 a03/p03",1430,SA,"03/ 3/2007""  ""14:30:00 a03/p03",14:30,SA,0,00:00,0,CALC,T8,#N/A,#N/A,#N/A,,,893254.750,504971.780,
1239 THEO DICKINSON DR,,07003907,1,DIB,DISTURBANCE OTHER,07U,"04/29/2007""  ""03:04:00 a04/p04",04/29/07,07/04/29 ,"04/29/2007""  ""03:00:00 a04/p04",0300,SU,"04/29/2007""  ""03:02:00 a04/p04",03:00,SU,0,0.001389,0,CALC,T2,#N/A,#N/A,#N/A,,,894137.690,503780.250,
1535 LEVANTE AV,,07006135,1,DIB,DISTURBANCE OTHER,07U,"07/11/2007""  ""16:28:58 a07/p07",07/11/07,07/07/11 ,"07/11/2007""  ""16:15:00 a07/p07",1615,WE,"07/11/2007""  ""16:15:00 a07/p07",16:15,WE,0,00:00,0,CALC,T9,94,891627.89,501154.33500000002,,,894277.560,506034.280,
1570 LIGURIA AV,7-109,07006202,1,DIB,DISTURBANCE OTHER,07U,"07/14/2007""  ""03:00:21 a07/p07",07/14/07,07/07/14 ,"07/14/2007""  ""02:00:20 a07/p07",0200,SA,"07/14/2007""  ""02:15:21 a07/p07",0.083333,SA,0,0.010428,0,CALC,T2,104,891512.72,501942.45299999998,,,893403.630,503367.530,
1570 LIGURIA AV,RM 209,07006419,1,DIB,DISTURBANCE OTHER,07U,"07/21/2007""  ""15:36:09 a07/p07",07/21/07,07/07/21 ,"07/21/2007""  ""15:00:00 a07/p07",1500,SA,"07/21/2007""  ""15:00:00 a07/p07",15:00,SA,0,00:00,0,CALC,T8,104,891512.72,501942.45299999998,,,893254.750,504971.780,
1311 MILLER DR,,07010042,1,DIB,DISTURBANCE OTHER,07U,[$-409]11/ 4/07 17:15 a11/p11,11/04/07,07/11/04 ,[$-409]11/ 4/07 16:45 a11/p11,1645,SU,[$-409]11/ 4/07 16:55 a11/p11,16:45,SU,0,0.006944,0,CALC,T9,#N/A,#N/A,#N/A,,,892151.250,502788.340,
5300 CARILLO ST,,08001624,1,DIB,DISTURBANCE OTHER,07U,02/22/08,02/22/08,08/02/22,02/21/08,1900,TH,02/21/08,19:00,TH,0,00:00,0,CALC,T10,#N/A,#N/A,#N/A,,,895227.560,503603.810,
1244 STANFORD DR,,08001748,1,DIB,DISTURBANCE OTHER,07U,02/26/08,02/26/08,08/02/26,02/26/08,1914,TU,02/26/08,19:14,TU,0,0.002083,0,CALC,T10,45,895022.70700000005,504471.212,,,894419.940,504039.440,
1241 THEO DICKINSON DR,,08003251,1,DIB,DISTURBANCE OTHER,07U,04/14/08,04/14/08,08/04/14,03/28/08,1830,FR,04/11/08,18:30,FR,13,[$-409]00:00 a01/p01,0,U,U,81,892858.31700000004,503002.52299999999,,,891864.880,501574.880,
5185 PONCE DE LEON BLVD,,08004217,1,DIB,DISTURBANCE OTHER,07U,05/13/08,05/13/08,08/05/13,05/13/08,0055,TU,05/13/08,0.038194,TU,0,0.007639,0,CALC,T1,#N/A,#N/A,#N/A,,,893133.630,503085.880,
5050 BRUNSON DR,,08004258,1,DIB,DISTURBANCE OTHER,07U,05/14/08,05/14/08,08/05/14,05/14/08,1910,WE,05/14/08,19:10,WE,0,0.038194,0,CALC,T10,20,894420.18700000003,505665.27899999998,,,893255.060,504941.780,
1241 THEO DICKINSON DR,,08004563,1,DIB,DISTURBANCE OTHER,07U,05/26/08,05/26/08,08/05/26,05/26/08,2115,MO,05/26/08,21:15,MO,0,00:00,0,CALC,T11,81,892858.31700000004,503002.52299999999,,,895367.940,503884.380,
1575 LIGURIA AV,110,08009251,1,DIB,DISTURBANCE OTHER,07U,11/ 2/08,11/02/08,08/11/02,10/31/08,2200,FR,10/31/08,22:00 a12/p12,FR,0,0.020833,0,CALC,T12,105,891500.13199999998,502206.99300000002,,,893391.250,502042.160,
1101 STANFORD DR,,08009436,1,DIB,DISTURBANCE OTHER,07U,11/ 7/08,11/07/08,08/11/07,11/07/08,0424,FR,11/07/08,04:24 a12/p12,FR,0,00:00,0,CALC,T3,#N/A,#N/A,#N/A,,,0.000,0.000,
1231 THEO DICKINSON DR,,09000797,1,DIB,DISTURBANCE OTHER,07U,01/30/09,01/30/09,09/01/30,01/30/09,1000,FR,01/30/09,10:00 a12/p12,FR,0,0.003484,0,CALC,T6,#N/A,#N/A,#N/A,,,891951.060,502352.380,
1231 THEO DICKINSON DR,,09001389,1,DIB,DISTURBANCE OTHER,07U,02/20/09,02/20/09,09/02/20,02/19/09,2130,TH,02/19/09,21:30 a12/p12,TH,0,0.006944,0,CALC,T11,#N/A,#N/A,#N/A,,,894667.940,504124.660,
1215 THEO DICKINSON DR,,09001797,1,DIB,DISTURBANCE OTHER,07U,03/ 6/09,03/06/09,09/03/06,02/27/09,1245,FR,02/27/09,12:45 a12/p12,FR,0,0.000324,0,CALC,T7,#N/A,#N/A,#N/A,,,895346.880,503851.810,
1101 STANFORD DR,752,09001853,1,DIB,DISTURBANCE OTHER,07U,03/ 8/09,03/08/09,09/03/08,03/08/09,2200,SU,03/08/09,22:00 a12/p12,SU,0,0.010417,0,CALC,T12,#N/A,#N/A,#N/A,,,893866.250,503637.750,
1241 THEO DICKINSON DR,,09002259,1,DIB,DISTURBANCE OTHER,07U,03/23/09,03/23/09,09/03/23,03/23/09,1215,MO,03/23/09,12:15 a12/p12,MO,0,0.010417,0,CALC,T7,81,892858.31700000004,503002.52299999999,,,894419.940,504039.440,
1244 STANFORD DR,,09003343,1,DIB,DISTURBANCE OTHER,07U,04/28/09,04/28/09,09/04/28,04/28/09,1700,TU,04/28/09,17:00 a12/p12,TU,0,00:00,0,CALC,T9,45,895022.70700000005,504471.212,,,893172.310,503170.250,
1111 MEMORIAL DR,,09004872,2,DIB,DISTURBANCE OTHER,07U,06/18/09,06/18/09,09/06/18,06/18/09,2023,TH,06/18/09,20:23 a12/p12,TH,0,0.001389,0,CALC,T11,18,894105.66599999997,505505.27299999999,,,893561.500,504666.470,
1535 LEVANTE AV,,09006018,1,DIB,DISTURBANCE OTHER,07U,08/ 3/09,08/03/09,09/08/03,07/29/09,1540,WE,08/03/09,15:40 a12/p12,MO,4,[$-409]18:57 a01/p01,18,U,U,94,891627.89,501154.33500000002,,,893866.250,503637.750,
5202 UNIVERSITY DR,,09006949,1,DIB,DISTURBANCE OTHER,07U,09/ 2/09,09/02/09,09/09/02,09/02/09,1933,WE,09/02/09,19:33 a12/p12,WE,0,0.002778,0,CALC,T10,27,894455.40899999999,504947.43699999998,,,893221.440,504950.440,
1300 STANFORD DR,BLK,09007822,1,DIB,DISTURBANCE OTHER,07U,10/ 1/09,10/01/09,09/10/01,10/01/09,1254,TH,10/01/09,12:54 a12/p12,TH,0,0.002083,0,CALC,T7,#N/A,#N/A,#N/A,,,894285.000,506040.970,
1231 THEO DICKINSON DR,,09008492,1,DIB,DISTURBANCE OTHER,07U,10/23/09,10/23/09,09/10/23,10/23/09,0307,FR,10/23/09,03:07 a12/p12,FR,0,00:00,0,CALC,T2,#N/A,#N/A,#N/A,,,893252.500,504951.660,
1231 THEO DICKINSON DR,,09008492,1,DIB,DISTURBANCE OTHER,07U,10/23/09,10/23/09,09/10/23,10/23/09,0307,FR,10/23/09,03:07 a12/p12,FR,0,00:00,0,CALC,T2,#N/A,#N/A,#N/A,,,893288.190,503307.880,
1211 THEO DICKINSON DR,,09008751,1,DIB,DISTURBANCE OTHER,07U,10/31/09,10/31/09,09/10/31,10/31/09,2340,SA,10/31/09,23:40 a12/p12,SA,0,0.003472,0,CALC,T12,#N/A,#N/A,#N/A,,,893254.880,504971.780,
1500 BRESCIA AV,BLK,09010089,1,DIB,DISTURBANCE OTHER,07U,12/15/09,12/15/09,09/12/15,12/15/09,0118,TU,12/15/09,01:18 a12/p12,TU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,892672.500,501442.500,
1203 WILLIAM E WALSH AV,,10000342,1,DIB,DISTURBANCE OTHER,07U,01/14/10,01/14/10,10/01/14,01/14/10,2028,TH,01/14/10,20:28 a12/p12,TH,0,0.001389,0,CALC,T11,58,894141.21200000006,503428.23700000002,,,894376.310,505924.030,
5185 PONCE DE LEON BLVD,P503,10000497,2,DIB,DISTURBANCE OTHER,07U,01/20/10,01/20/10,10/01/20,01/20/10,0100,WE,01/20/10,01:00 a12/p12,WE,0,0.010417,0,CALC,T1,128,895168.85600000003,504274.32299999997,,,892161.250,502788.720,
1231 THEO DICKINSON DR,,10000531,1,DIB,DISTURBANCE OTHER,07U,01/21/10,01/21/10,10/01/21,01/21/10,0329,TH,01/21/10,03:29 a12/p12,TH,0,0.000694,0,CALC,T2,72,893156.39199999999,503434.00900000002,,,894842.250,504006.090,
1244 STANFORD DR,,10001494,1,DIB,DISTURBANCE OTHER,07U,02/21/10,02/21/10,10/02/21,02/21/10,1910,SU,02/21/10,19:10 a12/p12,SU,0,0.000694,0,CALC,T10,45,895022.70700000005,504471.212,,,893819.690,506229.910,
1244 STANFORD DR,,10001494,,DIB,DISTURBANCE OTHER,07U,02/21/10,02/21/10,10/02/21,02/21/10,1910,SU,02/21/10,19:10 a12/p12,SU,0,0.000694,0,CALC,T10,45,895022.70700000005,504471.212,,,893288.190,503307.880,
1231 THEO DICKINSON DR,,10001638,,DIB,DISTURBANCE OTHER,07U,02/26/10,02/26/10,10/02/26,02/26/10,0320,FR,02/26/10,03:20 a12/p12,FR,0,0.002083,0,CALC,T2,#N/A,#N/A,#N/A,,,893288.190,503307.880,
1527 ALBENGA AV,204B,10003982,,DIB,DISTURBANCE OTHER,07U,05/17/10,05/17/10,10/05/17,05/17/10,0337,MO,05/17/10,03:37 a12/p12,MO,0,0.001389,0,CALC,T2,110,891783.19900000002,502422.848,,,895346.870,503851.810,
5185 PONCE DE LEON BLVD,208,10005025,1,DIB,DISTURBANCE OTHER,07U,06/26/10,06/26/10,10/06/26,06/26/10,0000,SA,06/26/10,00:00 a12/p12,SA,0,0.010417,0,CALC,T1,128,895168.85600000003,504274.32299999997,,,894667.940,504124.660,
5185 PONCE DE LEON BLVD,208,10005025,,DIB,DISTURBANCE OTHER,07U,06/26/10,06/26/10,10/06/26,06/26/10,0000,SA,06/26/10,00:00 a12/p12,SA,0,0.010417,0,CALC,T1,#N/A,#N/A,#N/A,,,895346.880,503851.810,
1231 DICKINSON DR,,11001467,2,DIB,DISTURBANCE OTHER,07U,,02/25/2011,11/02/25,[$-409]02:53 a02/p02,[$-409]02:53 a02/p02,FR,02/25/2011,[$-409]02:53 a02/p02,FR,0,00:00,0,CALC,T2,723,893030.946,502702.36300000001,,,893288.190,503307.880,
1560 LIGURIA AV,103,11002640,1,DIB,DISTURBANCE OTHER,07U,,04/ 7/2011,11/04/07,[$-409]02:20 a04/p04,[$-409]02:20 a04/p04,TH,04/ 7/2011,[$-409]02:22 a04/p04,TH,0,0.000706,0,CALC,T2,261,891462.24800000002,501943.88500000001,,,893298.620,503290.810,
1575 LIGURIA AV,101,11002879,1,DIB,DISTURBANCE OTHER,07U,,04/14/2011,11/04/14,[$-409]17:25 a04/p04,[$-409]17:25 a04/p04,TH,04/14/2011,[$-409]17:40 a04/p04,TH,0,0.010417,0,CALC,T9,105,891500.13199999998,502206.99300000002,,,894821.810,503984.090,
5185 PONCE DE LEON BLVD,,11002893,1,DIB,DISTURBANCE OTHER,07U,,04/14/2011,11/04/14,[$-409]22:50 a04/p04,[$-409]22:50 a04/p04,TH,04/14/2011,[$-409]23:00 a04/p04,TH,0,0.006944,0,CALC,T12,130,895341.32,504085.989,,,892672.500,501442.500,
1527 ALBENGA AV,203A,11003438,1,DIB,DISTURBANCE OTHER,07U,,05/ 2/2011,11/05/02,[$-409]19:57 a05/p05,[$-409]19:57 a05/p05,MO,05/ 2/2011,[$-409]19:58 a05/p05,MO,0,0.000694,0,CALC,T10,320,891464.92700000003,502258.62800000003,,,893705.940,502575.750,
5600 PONCE DE LEON BLVD,,11004450,1,DIB,DISTURBANCE OTHER,07U,,06/ 8/2011,11/06/08,[$-409]21:34 a06/p06,[$-409]21:34 a06/p06,TU,06/ 7/2011,[$-409]21:34 a06/p06,TU,0,00:00,0,CALC,T11,930,893082.04,501750.109,,,891629.500,502075.590,
1570 LIGURIA AV,308,11006536,1,DIB,DISTURBANCE OTHER,07U,,08/29/2011,11/08/29,[$-409]01:00 a08/p08,[$-409]01:00 a08/p08,MO,08/29/2011,[$-409]02:15 a08/p08,MO,0,0.052083,1,CALC,T2,102,891475.59199999995,501707.87099999998,,,891629.500,502075.590,
1300 MEMORIAL DR,,11008253,1,DIB,DISTURBANCE OTHER,07U,,10/23/2011,11/10/23,[$-409]19:58 a10/p10,[$-409]19:58 a10/p10,SU,10/23/2011,[$-409]19:59 a10/p10,SU,0,0.000694,0,CALC,T10,16,893634.74199999997,505003.36800000002,,,895146.000,503683.210,
1320 S DIXIE HWY,150,11008297,2,DIB,DISTURBANCE OTHER,07U,,10/25/2011,11/10/25,[$-409]10:00 a10/p10,[$-409]10:00 a10/p10,MO,10/25/2011,[$-409]12:50 a10/p10,TU,1,[$-409]02:50 a12/p12,2,CALC,T7,#N/A,#N/A,#N/A,,,892168.500,502114.780,
1520 LIGURIA AV,,11009486,1,DIB,DISTURBANCE OTHER,07U,,12/ 3/2011,11/12/03,[$-409]16:00 a12/p12,[$-409]16:00 a12/p12,SA,12/ 3/2011,[$-409]16:00 a12/p12,SA,0,00:00,0,CALC,T9,#N/A,#N/A,#N/A,,,892168.560,502094.840,
1520 LIGURIA AV,,12001012,1,DIB,DISTURBANCE OTHER,07U,,02/ 8/2012,12/02/08,[$-409]00:21 a02/p02,[$-409]00:21 a02/p02,WE,02/ 8/2012,[$-409]00:21 a02/p02,WE,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,892168.500,502114.780,
1560 LIGURIA AV,205A,12006667,1,DIB,DISTURBANCE OTHER,07U,,08/28/2012,12/08/28,[$-409]23:40 a08/p08,[$-409]23:40 a08/p08,TU,08/28/2012,[$-409]23:41 a08/p08,TU,0,0.000694,0,CALC,T12,103,891566.97100000002,501944.41700000002,,,893303.870,503282.280,
1300 MEMORIAL DR,,12007892,1,DIB,DISTURBANCE OTHER,07U,,10/10/2012,12/10/10,[$-409]00:06 a10/p10,[$-409]00:06 a10/p10,WE,10/10/2012,[$-409]00:06 a10/p10,WE,0,00:00,0,CALC,T1,16,893634.74199999997,505003.36800000002,,,893690.430,502563.090,
5185 PONCE DE LEON BLVD,,12008006,1,DIB,DISTURBANCE OTHER,07U,,10/13/2012,12/10/13,[$-409]03:41 a10/p10,[$-409]03:41 a10/p10,SA,10/13/2012,[$-409]03:42 a10/p10,SA,0,0.000706,0,CALC,T2,131,895221.08200000005,503966.17599999998,,,893254.750,504971.780,
5185 PONCE DE LEON BLVD,PT 231,12008264,2,DIB,DISTURBANCE OTHER,07U,,10/20/2012,12/10/20,[$-409]02:00 a10/p10,[$-409]02:00 a10/p10,SA,10/20/2012,[$-409]02:00 a10/p10,SA,0,00:00,0,CALC,T2,#N/A,#N/A,#N/A,,,893750.000,503560.280,
1241 DICKINSON DR,,12008642,1,DIB,DISTURBANCE OTHER,07U,,11/ 1/2012,12/11/01,[$-409]15:28 a11/p11,[$-409]15:28 a11/p11,TH,11/ 1/2012,[$-409]15:28 a11/p11,TH,0,00:00,0,CALC,T8,#N/A,#N/A,#N/A,,,893750.000,503560.280,
5250 UNIVERSITY DR,,12009598,1,DIB,DISTURBANCE OTHER,07U,,12/ 4/2012,12/12/04,[$-409]10:30 a12/p12,[$-409]10:30 a12/p12,TU,12/ 4/2012,[$-409]15:14 a12/p12,TU,0,04:44,4,T24,T24,#N/A,#N/A,#N/A,,,893881.060,503611.650,
5850 SAN AMARO DR,207,12009668,1,DIB,DISTURBANCE OTHER,07U,,12/ 6/2012,12/12/06,[$-409]14:30 a12/p12,[$-409]14:30 a12/p12,TH,12/ 6/2012,[$-409]14:58 a12/p12,TH,0,0.019456,0,CALC,T8,#N/A,#N/A,#N/A,,,893422.940,504601.470,
5185 PONCE DE LEON BLVD,,13000874,1,DIB,DISTURBANCE OTHER,07U,,02/03/13,,02/03/13,0005,SU,02/03/13,0010,SU,0,0.003472,0,CALC,T1,#N/A,#N/A,#N/A,,,892117.000,502900.560,
5665 PONCE DE LEON BLVD,,13004239,1,DIB,DISTURBANCE OTHER,07U,,06/04/13,,06/04/13,2120,TU,06/04/13,2120,TU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,893254.750,504971.780,
1314 MILLER DR,,13009088,1,DIB,DISTURBANCE OTHER,07U,,12/04/13,,12/04/13,1930,WE,12/04/13,1935,WE,0,0.003484,0,CALC,T1,#N/A,#N/A,#N/A,,,894689.880,504124.530,
1239 THEO DICKINSON DR,W-306,08008504,1,DRH,DRUG OTHER VIOLATION,07U,10/ 9/08,10/09/08,08/10/09,10/08/08,2230,WE,10/09/08,22:30 a12/p12,TH,1,0.076389,1,CALC,T12,#N/A,#N/A,#N/A,,,892224.750,503501.060,
1239 THEO DICKINSON DR,,09000416,1,DRH,DRUG OTHER VIOLATION,07U,01/16/09,01/16/09,09/01/16,01/16/09,1940,FR,01/16/09,19:40 a12/p12,FR,0,0.001389,0,CALC,T10,#N/A,#N/A,#N/A,,,894654.130,504098.030,
1321 NW 21 ST,,09009808,2,DRH,DRUG OTHER VIOLATION,07U,12/ 6/09,12/06/09,09/12/06,12/06/09,0612,SU,12/06/09,06:12 a12/p12,SU,0,00:00,0,CALC,T4,#N/A,#N/A,#N/A,,,894842.250,504006.090,
5665 PONCE DE LEON BLVD,BLK,07000120,2,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"01/ 5/2007""  ""01:01:15 a01/p01",01/05/07,07/01/05 ,"01/ 5/2007""  ""01:01:00 a01/p01",0101,FR,"01/ 5/2007""  ""01:01:00 a01/p01",0.042361,FR,0,00:00,0,CALC,T1,###,#N/A,#N/A,,,892692.560,501420.210,
1200 WILLIAM E WALSH AV,BLK,07000651,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"01/24/2007""  ""03:40:00 a01/p01",01/24/07,07/01/24 ,"01/24/2007""  ""03:40:00 a01/p01",0340,WE,"01/24/2007""  ""03:40:00 a01/p01",03:39,WE,0,00:00,0,CALC,T2,#N/A,#N/A,#N/A,,,891951.060,502352.380,
1200 THEO DICKINSON DR,BLK,07001684,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"02/24/2007""  ""23:37:53 a02/p02",02/24/07,07/02/24 ,"02/24/2007""  ""03:00:01 a02/p02",0300,SA,"02/24/2007""  ""03:05:53 a02/p02",03:00,SA,0,0.004074,0,CALC,T2,#N/A,#N/A,#N/A,,,893333.940,505047.630,
5200 PONCE DE LEON BLVD,BLK,07002672,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"03/24/2007""  ""01:46:00 a03/p03",03/24/07,07/03/24 ,"03/24/2007""  ""01:46:00 a03/p03",0146,SA,"03/24/2007""  ""01:46:00 a03/p03",0.073611,SA,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,893881.060,503611.650,
5200 PONCE DE LEON BLVD,,07002700,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"03/25/2007""  ""00:18:00 a03/p03",03/25/07,07/03/25 ,"03/25/2007""  ""00:18:00 a03/p03",0018,SU,"03/25/2007""  ""00:18:00 a03/p03",0.0125,SU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,893881.060,503611.650,
5900 SAN AMARO DR,BLK,07002843,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"03/29/2007""  ""07:45:40 a03/p03",03/29/07,07/03/29 ,"03/29/2007""  ""00:06:00 a03/p03",0006,TH,"03/29/2007""  ""00:06:00 a03/p03",0.004167,TH,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,894667.940,504124.660,
5501 SAN AMARO DR,,07003414,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"04/15/2007""  ""05:00:00 a04/p04",04/15/07,07/04/15 ,"04/15/2007""  ""01:17:00 a04/p04",0117,SU,"04/15/2007""  ""01:17:00 a04/p04",0.053472,SU,0,00:00,0,CALC,T1,#N/A,#N/A,#N/A,,,894320.130,503351.410,
1314 MILLER DR,,07004941,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"05/31/2007""  ""16:07:00 a05/p05",05/31/07,07/05/31 ,"05/31/2007""  ""00:07:00 a05/p05",0007,TH,"05/31/2007""  ""03:07:00 a05/p05",0.004861,TH,0,03:00,3,CALC,T1,33,893377.17200000002,504450.17200000002,,,894320.130,503351.410,
5300 PONCE DE LEON BLVD,BLK,07006182,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,"07/13/2007""  ""05:51:12 a07/p07",07/13/07,07/07/13 ,"07/13/2007""  ""02:46:11 a07/p07",0246,FR,"07/13/2007""  ""02:46:12 a07/p07",02:46,FR,0,0.000012,0,CALC,T2,#N/A,#N/A,#N/A,,,892842.440,501541.910,
5700 PONCE DE LEON BLVD,BLK,08000583,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,[$-409]01/23/08 23:20 a01/p01,01/23/08,08/01/23 ,[$-409]01/23/08 01:59 a01/p01,0159,WE,[$-409]01/23/08 02:30 a01/p01,0.082639,WE,0,0.021528,0,CALC,T1,#N/A,#N/A,#N/A,,,892161.250,502788.720,
1300 MEMORIAL DR,,08001256,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,07U,[$-409]02/12/08 08:53 a02/p02,02/12/08,08/02/12 ,[$-409]02/28/08 05:00 a02/p02,0509,TU,[$-409]02/29/08 00:00 a02/p02,05:09,WE,1,18:59,19,T24,T24,16,893634.74199999997,505003.36800000002,,,893930.810,506169.750,
