Range GridFID=A3:B895,,FIDRangeXY is $B$4:$E$895,,,,,,,,,Range=TimeRange,,Range=Hourttime,
Range Name AddressXY,,,,,,,Range Name CASE#FID,,,,00:00,T1,0,T1
Adress,FID,Building Name,X,Y,,,Case,FID,Signal,,0.083333,T2,2,T2
EE27,960,grid EE27,894442.03500000003,502980.38699999999,,,07000995,###,41,,,,,
EE28,961,grid EE28,894515.04,502899.30699999997,,,07000996,###,#N/A,,,,,
EE9,234,grid EE9,892956.06499999994,504609.92800000001,,,07000996,###,41,,,,,
F17,235,grid F17,891372.23600000003,501862.83799999999,,,07001002,###,#N/A,,,,,
F20,236,grid F20,891624.38199999998,501582.80099999998,,,07001002,###,14lpr,,,,,
F21,237,grid F21,891687.91700000002,501522.29499999998,,,07001007,###,#N/A,,,,,
F22,238,grid F22,891786.47600000002,501402.777,,,07001007,###,27,,,,,
F23,239,grid F23,891859.51399999997,501341.77299999999,,,07001009,###,#N/A,,,,,
F24,240,grid F24,891943.56900000002,501218.25099999999,,,07001009,###,21,,,,,
F26,241,grid F26,892124.17200000002,501027.728,,,07001021,###,#N/A,,,,,
F27,910,grid F27,892194.37300000002,500950.23200000002,,,07001021,###,28,,,,,
F28,911,grid F28,892271.21100000001,500867.61499999999,,,07001022,###,#N/A,,,,,
FF10,242,grid FF10,893139.59299999999,504600.86499999999,,,07001022,###,27,,,,,
FF12,243,grid FF12,893292.43299999996,504431.11900000001,,,07001034,###,#N/A,,,,,
FF13,244,grid FF13,893363.86100000003,504341.75,,,07001034,###,28,,,,,
FF14,245,grid FF14,893445.27300000004,504261.37300000002,,,07001039,###,#N/A,,,,,
FF15,246,grid FF15,893530.68400000001,504166.51400000002,,,07001039,###,#N/A,,,,,
FF16,247,grid FF16,893620.59,504066.66399999999,,,07001039,###,32,,,,,
FF17,248,grid FF17,893710.49600000004,503966.81300000002,,,07001039,###,14tpw,,,,,
FF18,249,grid FF18,893791.41099999996,503876.94699999999,,,07001048,###,#N/A,,,,,
FF19,250,grid FF19,893858.34400000004,503792.57199999999,,,07001048,###,14,,,,,
FF20,251,grid FF20,893953.24199999997,503697.21600000001,,,07001066,###,#N/A,,,,,
FF21,252,grid FF21,894029.16500000004,503602.85499999998,,,07001066,###,35j,,,,,
FF22,253,grid FF22,894110.08,503512.99,,,07001068,###,#N/A,,,,,
FF23,254,grid FF23,894200.48400000005,503422.62699999998,,,07001068,###,26,,,,,
FF24,255,grid FF24,894281.39899999998,503332.761,,,07001072,###,#N/A,,,,,
FF25,256,grid FF25,894371.80200000003,503242.39799999999,,,07001072,###,52,,,,,
FF26,257,grid FF26,894452.22,503143.04499999998,,,07001074,###,#N/A,,,,,
FF27,962,grid FF27,894535.87800000003,503055.255,,,07001074,###,35,,,,,
FF28,963,grid FF28,894605.29200000002,502978.163,,,07001103,###,#N/A,,,,,
FF8,258,grid FF8,892980.41099999996,504793.91499999998,,,07001103,###,26,,,,,
FF9,259,grid FF9,893045.19200000004,504705.70799999998,,,07001112,###,#N/A,,,,,
G16,260,grid G16,891381.201,502033.897,,,07001112,###,28,,,,,
G17,261,grid G17,891462.24800000002,501943.88500000001,,,07001117,###,#N/A,,,,,
G18,262,grid G18,891538.79200000002,501858.87400000001,,,07001117,###,27,,,,,
G19,263,grid G19,891627.76800000004,501776.32799999998,,,07001125,###,#N/A,,,,,
G21,264,grid G21,891785.93799999997,501574.33399999997,,,07001125,###,27,,,,,
G22,265,grid G22,891871.48699999996,501479.32199999999,,,07001126,###,#N/A,,,,,
G23,266,grid G23,891957.03700000001,501384.30900000001,,,07001126,###,41,,,,,
G24,267,grid G24,892024.07799999998,501299.79599999997,,,07001127,###,#N/A,,,,,
G25,268,grid G25,892123.13500000001,501189.78200000001,,,07001127,###,39,,,,,
G26,269,grid G26,892205.179,501118.77600000001,,,07001135,###,#N/A,,,,,
G27,912,grid G27,892283.61699999997,501030.58799999999,,,07001135,###,14,,,,,
G28,913,grid G28,892348.95799999998,500949.86099999998,,,07001136,###,#N/A,,,,,
GG10,270,grid GG10,893235.24699999997,504689.53499999997,,,07001136,###,27,,,,,
GG11,271,grid GG11,893303.36800000002,504602.951,,,07001137,###,#N/A,,,,,
GG12,272,grid GG12,893383.77899999998,504523.201,,,07001137,###,39,,,,,
GG13,273,grid GG13,893468.29500000004,504431.16700000002,,,07001138,###,#N/A,,,,,
GG14,274,grid GG14,893556.52800000005,504321.788,,,07001138,###,17,,,,,
GG15,275,grid GG15,893628.74899999995,504249.21899999998,,,07001153,###,#N/A,,,,,
GG16,276,grid GG16,893714.65500000003,504161.45299999998,,,07001153,###,27,,,,,
GG17,277,grid GG17,893796.00399999996,504055.82400000002,,,07001157,###,#N/A,,,,,
GG18,278,grid GG18,893877.73100000003,503957.41499999998,,,07001157,###,14,,,,,
GG19,279,grid GG19,893956.79399999999,503877.24699999997,,,07001160,###,#N/A,,,,,
GG20,280,grid GG20,894038.522,503778.83899999998,,,07001160,###,17,,,,,
GG21,281,grid GG21,894121.38500000001,503702.092,,,07001162,###,#N/A,,,,,
GG22,282,grid GG22,894203.11199999996,503603.68400000001,,,07001162,###,14,,,,,
GG23,283,grid GG23,894291.647,503530.69799999997,,,07001163,###,#N/A,,,,,
GG24,284,grid GG24,894370.745,503417.50799999997,,,07001163,###,14,,,,,
GG25,285,grid GG25,894459.69299999997,503318.772,,,07001165,###,#N/A,,,,,
GG27,964,grid GG27,894627.723,503140.36,,,07001165,###,52,,,,,
GG28,965,grid GG28,894702.98899999994,503054.09600000002,,,07001166,###,#N/A,,,,,
GG7,286,grid GG7,892974.94400000002,504967.70199999999,,,07001166,###,28,,,,,
GG8,287,grid GG8,893050.20799999998,504884.11300000001,,,07001169,###,#N/A,,,,,
H11,288,grid H11,893406.73800000001,504670.967,,,07001169,###,14,,,,,
H15,289,grid H15,891381.16,502214.95699999999,,,07001186,###,#N/A,,,,,
H16,290,grid H16,891464.71799999999,502081.93099999998,,,07001186,###,16,,,,,
H17,291,grid H17,891537.755,502020.92700000003,,,07001187,###,#N/A,,,,,
H18,292,grid H18,891637.31099999999,501920.41600000003,,,07001187,###,26,,,,,
H19,293,grid H19,891704.85,501845.40600000002,,,07001200,###,#N/A,,,,,
H20,294,grid H20,891781.39500000002,501760.39500000002,,,07001200,###,52,,,,,
H21,295,grid H21,891885.45299999998,501654.88299999997,,,07001212,###,#N/A,,,,,
H22,296,grid H22,891966.5,501564.87099999998,,,07001212,###,27,,,,,
H23,297,grid H23,892034.03899999999,501489.86099999998,,,07001225,###,#N/A,,,,,
H24,298,grid H24,892123.59299999999,501380.34499999997,,,07001225,###,27,,,,,
H25,299,grid H25,892205.14300000004,501285.33299999998,,,07001236,###,#N/A,,,,,
H27,914,grid H27,892368.93799999997,501109.86,,,07001236,###,41,,,,,
H28,915,grid H28,892439.68799999997,501034.00300000003,,,07001252,###,#N/A,,,,,
HH10,300,grid HH10,893325.11600000004,504782.66600000003,,,07001252,###,18,,,,,
HH12,301,grid HH12,893482.20499999996,504608.2,,,07001254,###,#N/A,,,,,
HH13,302,grid HH13,893547.69200000004,504514.42099999997,,,07001254,###,27,,,,,
HH14,303,grid HH14,893641.11300000001,504418.64,,,07001257,###,#N/A,,,,,
HH15,304,grid HH15,893723.53599999996,504317.29300000001,,,07001257,###,14tpw,,,,,
HH16,305,grid HH16,893816.49600000004,504229.30499999999,,,07001289,###,#N/A,,,,,
HH17,306,grid HH17,893887.45600000001,504135.24200000003,,,07001289,###,39tp,,,,,
HH18,307,grid HH18,893971.73800000001,504050.37199999997,,,07001292,###,#N/A,,,,,
HH19,308,grid HH19,894050.75699999998,503957.66700000002,,,07001292,###,26v,,,,,
HH20,309,grid HH20,894134.64599999995,503859.55300000001,,,07001302,###,#N/A,,,,,
HH21,310,grid HH21,894199.59900000005,503757.745,,,07001302,###,26v,,,,,
HH22,311,grid HH22,894296.51899999997,503684.72100000002,,,07001319,###,#N/A,,,,,
HH23,312,grid HH23,894389.755,503586.11700000003,,,07001319,###,54,,,,,
HH24,313,grid HH24,894462.32900000003,503495.62400000001,,,07001321,###,#N/A,,,,,
HH25,314,grid HH25,894557.53399999999,503389.88799999998,,,07001321,###,32,,,,,
HH26,315,grid HH26,894630.35400000005,503304.06900000002,,,07001331,###,#N/A,,,,,
HH27,966,grid HH27,894715.58200000005,503221.875,,,07001331,###,27b,,,,,
HH28,967,grid HH28,894791.11199999996,503140.663,,,07001337,###,#N/A,,,,,
HH6,316,grid HH6,892990.88,505133.397,,,07001337,###,26v,,,,,
HH7,317,grid HH7,893062.71100000001,505053.60800000001,,,07001338,###,#N/A,,,,,
HH8,318,grid HH8,893146.78099999996,504965.47200000001,,,07001338,###,14tpw,,,,,
I13,319,grid I13,891347.09100000001,502474.03499999997,,,07001339,###,#N/A,,,,,
I15,320,grid I15,891464.92700000003,502258.62800000003,,,07001339,###,41,,,,,
I16,321,grid I16,891547.71600000001,502210.99300000002,,,07001365,###,#N/A,,,,,
I17,322,grid I17,891650.77800000005,502086.47399999999,,,07001365,###,39traff,,,,,
I18,323,grid I18,891722.32200000004,501996.96,,,07001371,###,#N/A,,,,,
I19,324,grid I19,891794.36399999994,501916.95,,,07001371,###,17,,,,,
I20,325,grid I20,891889.41700000002,501821.43900000001,,,07001379,###,#N/A,,,,,
I21,326,grid I21,891970.46400000004,501731.42800000001,,,07001379,###,28,,,,,
I22,327,grid I22,892051.51100000006,501641.41600000003,,,07001393,###,#N/A,,,,,
I23,328,grid I23,892137.06,501546.40299999999,,,07001393,###,54,,,,,
I24,329,grid I24,892213.60499999998,501461.39199999999,,,07001406,###,#N/A,,,,,
I25,330,grid I25,892308.16,501356.37800000003,,,07001406,###,17,,,,,
I26,331,grid I26,892375.69900000002,501281.36800000002,,,07001407,###,#N/A,,,,,
I27,916,grid I27,892461.02099999995,501195.22,,,07001407,###,28,,,,,
I28,917,grid I28,892532.98800000001,501118.011,,,07001409,###,#N/A,,,,,
II11,332,grid II11,893495.22900000005,504757.609,,,07001409,###,28,,,,,
II12,333,grid II12,893545.174,504682.36,,,07001411,###,#N/A,,,,,
II13,334,grid II13,893640.89099999995,504596.46399999998,,,07001411,###,27un,,,,,
II15,335,grid II15,893817.74899999995,504384.52899999998,,,07001415,###,#N/A,,,,,
II16,336,grid II16,893888.6,504305.89299999998,,,07001415,###,28,,,,,
II17,337,grid II17,893977.16299999994,504207.533,,,07001425,###,#N/A,,,,,
II18,338,grid II18,894066.21499999997,504118.52,,,07001425,###,14,,,,,
II19,339,grid II19,894138.79,504028.02799999999,,,07001430,###,#N/A,,,,,
II20,340,grid II20,894223.90399999998,503953.27899999998,,,07001430,###,#N/A,,,,,
II21,341,grid II21,894303.12100000004,503855.40899999999,,,07001430,###,28,,,,,
II22,342,grid II22,894389.71499999997,503764.18199999997,,,07001430,###,27b,,,,,
II23,343,grid II23,894471.14599999995,503663.85399999999,,,07001438,###,#N/A,,,,,
II24,344,grid II24,894555.52500000002,503575.08600000001,,,07001438,###,26,,,,,
II25,345,grid II25,894634.98699999996,503481.89,,,07001439,###,#N/A,,,,,
II26,346,grid II26,894723.55,503383.53100000002,,,07001439,###,14,,,,,
II27,968,grid II27,894808.35900000005,503300.59899999999,,,07001445,###,#N/A,,,,,
II28,969,grid II28,894876.44400000002,503222.31,,,07001445,###,27un,,,,,
II5,347,grid II5,892982.799,505306.94,,,07001462,###,#N/A,,,,,
II6,348,grid II6,893073.821,505210.79499999998,,,07001462,###,14,,,,,
II8,349,grid II8,893246.51899999997,505018.995,,,07001464,###,#N/A,,,,,
II9,350,grid II9,893318.00600000005,504956.85600000003,,,07001464,###,27v,,,,,
J12,351,grid J12,891342.54799999995,502660.09600000002,,,07001482,###,#N/A,,,,,
J13,352,grid J13,891392.07700000005,502605.08899999998,,,07001482,###,27un,,,,,
J14,353,grid J14,891498.64500000002,502456.56300000002,,,07001483,###,#N/A,,,,,
J15,354,grid J15,891569.19299999997,502348.04300000001,,,07001483,###,#N/A,,,,,
J16,355,grid J16,891674.24699999997,502261.538,,,07001483,###,54,,,,,
J17,356,grid J17,891736.78599999996,502182.02500000002,,,07001483,###,26,,,,,
J18,357,grid J18,891808.82700000005,502102.01500000001,,,07001491,###,#N/A,,,,,
J19,358,grid J19,891898.88,502002.00099999999,,,07001491,###,27,,,,,
J20,359,grid J20,891979.92700000003,501911.99,,,07001499,###,#N/A,,,,,
J21,360,grid J21,892050.97199999995,501812.973,,,07001499,###,14,,,,,
J22,361,grid J22,892137.02,501727.46299999999,,,07001500,###,#N/A,,,,,
J23,362,grid J23,892222.57,501632.451,,,07001500,###,14tpw,,,,,
J25,363,grid J25,892385.16200000001,501461.93,,,07001503,###,#N/A,,,,,
J26,364,grid J26,892488.22400000005,501337.41200000001,,,07001503,###,38,,,,,
J27,918,grid J27,892554.05200000003,501274.08799999999,,,07001529,###,#N/A,,,,,
J28,919,grid J28,892625.88399999996,501194.31,,,07001529,###,27,,,,,
JJ12,365,grid JJ12,893644.549,504747.19199999998,,,07001530,###,#N/A,,,,,
JJ13,366,grid JJ13,893728.78099999996,504662.152,,,07001530,###,41,,,,,
JJ17,367,grid JJ17,894066.84900000005,504290.26400000002,,,07001539,###,#N/A,,,,,
JJ18,368,grid JJ18,894131.75199999998,504197.59,,,07001539,###,26,,,,,
JJ19,369,grid JJ19,894215.56299999997,504104.50900000002,,,07001561,###,#N/A,,,,,
JJ20,370,grid JJ20,894307.83499999996,504019.04700000002,,,07001561,###,14tpw,,,,,
JJ24,371,grid JJ24,894643.07799999998,503646.72200000001,,,07001563,###,#N/A,,,,,
JJ25,372,grid JJ25,894718.848,503554.06300000002,,,07001563,###,39,,,,,
JJ27,970,grid JJ27,894891.03300000005,503379.85200000001,,,07001572,###,#N/A,,,,,
JJ28,971,grid JJ28,894962.70900000003,503297.576,,,07001572,###,26,,,,,
JJ3,373,grid JJ3,892923.71400000004,505565.41800000001,,,07001580,###,#N/A,,,,,
JJ4,374,grid JJ4,892996.92200000002,505466.45500000002,,,07001580,###,26,,,,,
JJ5,375,grid JJ5,893076.92299999995,505377.60499999998,,,07001594,###,#N/A,,,,,
JJ6,376,grid JJ6,893149.72600000002,505305.25699999998,,,07001594,###,26,,,,,
JJ8,377,grid JJ8,893342.49699999997,505105.93099999998,,,07001595,###,#N/A,,,,,
JJ9,378,grid JJ9,893392.27399999998,505010.35499999998,,,07001595,###,26,,,,,
K11,379,grid K11,891341.01300000004,502812.64600000001,,,07001596,###,#N/A,,,,,
K13,380,grid K13,891478.60199999996,502619.61300000001,,,07001596,###,#N/A,,,,,
K14,381,grid K14,891583.15800000005,502523.60399999999,,,07001596,###,26,,,,,
K15,382,grid K15,891636.69200000004,502454.09299999999,,,07001596,###,27,,,,,
K16,383,grid K16,891736.24699999997,502353.58199999999,,,07001606,###,#N/A,,,,,
K17,384,grid K17,891816.79599999997,502254.06699999998,,,07001619,###,#N/A,,,,,
K18,385,grid K18,891902.84400000004,502168.55800000002,,,07001620,###,#N/A,,,,,
K19,386,grid K19,891988.39300000004,502073.54499999998,,,07001627,###,#N/A,,,,,
K20,387,grid K20,892064.93799999997,501988.53399999999,,,07001641,###,#N/A,,,,,
K21,388,grid K21,892141.48199999996,501903.52299999999,,,07001645,###,#N/A,,,,,
K22,389,grid K22,892227.03200000001,501808.51,,,07001677,###,#N/A,,,,,
K23,390,grid K23,892307.58100000001,501708.995,,,07001682,###,#N/A,,,,,
K24,391,grid K24,892393.62899999996,501623.48599999998,,,07001682,###,#N/A,,,,,
K25,392,grid K25,892469.67500000005,501528.97200000001,,,07001684,###,#N/A,,,,,
K26,393,grid K26,892573.23499999999,501413.95699999999,,,07001684,###,#N/A,,,,,
K27,920,grid K27,892640.32200000004,501346.86900000001,,,07001686,###,#N/A,,,,,
K28,921,grid K28,892709.98899999994,501274.935,,,07001712,###,#N/A,,,,,
KK12,394,grid KK12,893725.35800000001,504827.61499999999,,,07001729,###,#N/A,,,,,
KK13,395,grid KK13,893809.59,504742.57400000002,,,07001739,###,#N/A,,,,,
KK17,396,grid KK17,894157.27,504365.29599999997,,,07001740,###,#N/A,,,,,
KK18,397,grid KK18,894232.03099999996,504264.89799999999,,,07001745,###,#N/A,,,,,
KK19,398,grid KK19,894308.223,504180.27899999998,,,07001750,###,#N/A,,,,,
KK2,399,grid KK2,892938.46299999999,505735.58500000002,,,07001760,###,#N/A,,,,,
KK20,400,grid KK20,894384.41399999999,504095.65899999999,,,07001761,###,#N/A,,,,,
KK22,401,grid KK22,894555.84499999997,503905.266,,,07001764,###,#N/A,,,,,
KK23,402,grid KK23,894634.995,503819.39899999998,,,07001776,###,#N/A,,,,,
KK24,403,grid KK24,894719.65599999996,503723.33500000002,,,07001778,###,#N/A,,,,,
KK25,404,grid KK25,894813.52099999995,503632.48300000001,,,07001779,###,#N/A,,,,,
KK26,405,grid KK26,894899.549,503540.56099999999,,,07001788,###,#N/A,,,,,
KK27,972,grid KK27,894979.82299999997,503454.98599999998,,,07001806,###,#N/A,,,,,
KK28,973,grid KK28,895052.696,503371.38,,,07001806,###,#N/A,,,,,
KK3,406,grid KK3,892985.88,505640.38,,,07001816,###,#N/A,,,,,
KK4,407,grid KK4,893065.88100000005,505551.53,,,07001817,###,#N/A,,,,,
KK5,408,grid KK5,893161.96299999999,505461.837,,,07001820,###,#N/A,,,,,
KK8,409,grid KK8,893398.15700000001,505199.51799999998,,,07001824,###,#N/A,,,,,
KK9,410,grid KK9,893489.58600000001,505097.97499999998,,,07001826,###,#N/A,,,,,
L10,411,grid L10,891325.473,502970.69500000001,,,07001829,###,#N/A,,,,,
L11,412,grid L11,891392.01599999995,502876.679,,,07001830,###,#N/A,,,,,
L12,413,grid L12,891478.06400000001,502791.17,,,07001839,###,#N/A,,,,,
L13,414,grid L13,891550.10600000003,502711.15899999999,,,07001839,###,#N/A,,,,,
L14,415,grid L14,891640.65599999996,502620.64899999998,,,07001844,###,#N/A,,,,,
L17,416,grid L17,891901.80700000003,502330.61099999998,,,07001844,###,#N/A,,,,,
L18,417,grid L18,891982.85400000005,502246.6,,,07001851,###,#N/A,,,,,
L19,418,grid L19,892049.89500000002,502156.08600000001,,,07001860,###,#N/A,,,,,
L20,419,grid L20,892135.44499999995,502061.07400000002,,,07001862,###,#N/A,,,,,
L21,420,grid L21,892219.65700000001,501982.05599999998,,,07001864,###,#N/A,,,,,
L22,421,grid L22,892300.44900000002,501880.97,,,07001878,###,#N/A,,,,,
L23,422,grid L23,892382.01899999997,501791.78700000001,,,07001880,###,#N/A,,,,,
L24,423,grid L24,892478.14199999999,501690.527,,,07001893,###,#N/A,,,,,
L25,424,grid L25,892558.69099999999,501591.01199999999,,,07001905,###,#N/A,,,,,
L26,425,grid L26,892635.23499999999,501506.00099999999,,,07001905,###,#N/A,,,,,
L27,922,grid L27,892714.48899999994,501421.61200000002,,,07001906,###,#N/A,,,,,
L28,923,grid L28,892784.81499999994,501338.071,,,07001909,###,#N/A,,,,,
LL1,426,grid LL1,892948.228,505884.31400000001,,,07001918,###,#N/A,,,,,
LL12,427,grid LL12,893821.88199999998,504905.38400000002,,,07001927,###,#N/A,,,,,
LL13,428,grid LL13,893890.64399999997,504811.74,,,07001934,###,#N/A,,,,,
LL14,429,grid LL14,893972.29200000002,504729.69900000002,,,07001935,###,#N/A,,,,,
LL15,430,grid LL15,894065.11499999999,504626.609,,,07001944,###,#N/A,,,,,
LL16,431,grid LL16,894146.33499999996,504536.40500000003,,,07001965,###,#N/A,,,,,
LL17,432,grid LL17,894239.15800000005,504433.315,,,07001979,###,#N/A,,,,,
LL18,433,grid LL18,894300.18400000001,504348.26199999999,,,07001981,###,#N/A,,,,,
LL19,434,grid LL19,894389.995,504263.79300000001,,,07001996,###,#N/A,,,,,
LL2,435,grid LL2,893012.37800000003,505814.55699999997,,,07001997,###,#N/A,,,,,
LL20,436,grid LL20,894487.54099999997,504174.73300000001,,,07001999,###,#N/A,,,,,
LL21,437,grid LL21,894560.598,504084.95699999999,,,07002003,###,#N/A,,,,,
LL22,438,grid LL22,894645.25800000003,503982.29499999998,,,07002017,###,#N/A,,,,,
LL23,439,grid LL23,894730.34600000002,503887.79499999998,,,07002018,###,#N/A,,,,,
LL24,440,grid LL24,894807.68900000001,503801.886,,,07002025,###,#N/A,,,,,
LL25,441,grid LL25,894892.78599999996,503707.38699999999,,,07002029,###,#N/A,,,,,
LL26,442,grid LL26,894970.56599999999,503629.641,,,07002031,###,#N/A,,,,,
LL27,974,grid LL27,895063.69400000002,503532.91,,,07002032,###,#N/A,,,,,
LL28,975,grid LL28,895134.04,503449.43699999998,,,07002033,###,#N/A,,,,,
LL3,443,grid LL3,893087.00199999998,505723.76899999997,,,07002037,###,#N/A,,,,,
LL4,444,grid LL4,893170.00300000003,505639.49699999997,,,07002046,###,#N/A,,,,,
LL5,445,grid LL5,893250.39199999999,505533.79700000002,,,07002050,###,#N/A,,,,,
LL8,446,grid LL8,893492.70700000005,505262.33299999998,,,07002051,###,#N/A,,,,,
LL9,447,grid LL9,893566.19200000004,505176.85200000001,,,07002052,###,#N/A,,,,,
M10,448,grid M10,891395.98,503043.23499999999,,,07002085,###,#N/A,,,,,
M11,449,grid M11,891486.03200000001,502943.22200000001,,,07002088,###,#N/A,,,,,
M12,450,grid M12,891563.07499999995,502867.71399999998,,,07002090,###,#N/A,,,,,
M13,451,grid M13,891644.12199999997,502777.70199999999,,,07002093,###,#N/A,,,,,
M14,452,grid M14,891731.16599999997,502711.2,,,07002094,###,#N/A,,,,,
M15,453,grid M15,891811.21699999995,502602.18099999998,,,07002098,###,#N/A,,,,,
M18,454,grid M18,892053.86,502322.64299999998,,,07002101,###,#N/A,,,,,
M19,455,grid M19,892139.40899999999,502227.63,,,07002107,###,#N/A,,,,,
M20,456,grid M20,892220.45600000001,502137.61800000002,,,07002109,###,#N/A,,,,,
M21,457,grid M21,892297.00100000005,502052.60700000002,,,07002112,###,#N/A,,,,,
M22,458,grid M22,892401.05900000001,501947.09499999997,,,07002119,###,#N/A,,,,,
M23,459,grid M23,892468.1,501862.58199999999,,,07002123,###,#N/A,,,,,
M24,460,grid M24,892563.15300000005,501767.07199999999,,,07002124,###,#N/A,,,,,
M25,461,grid M25,892639.19900000002,501672.55699999997,,,07002125,###,#N/A,,,,,
M26,462,grid M26,892720.74399999995,501592.049,,,07002129,###,#N/A,,,,,
M27,924,grid M27,892798.43500000006,501499.64500000002,,,07002130,###,#N/A,,,,,
M28,925,grid M28,892872.81499999994,501419.755,,,07002133,###,#N/A,,,,,
MM1,463,grid MM1,893033.70799999998,505953.50400000002,,,07002134,###,#N/A,,,,,
MM12,464,grid MM12,893907.79099999997,504982.73700000002,,,07002135,###,#N/A,,,,,
MM13,465,grid MM13,893980.848,504892.96,,,07002143,###,#N/A,,,,,
MM14,466,grid MM14,894065.93599999999,504798.46100000001,,,07002143,###,#N/A,,,,,
MM15,467,grid MM15,894151.451,504712.125,,,07002149,###,#N/A,,,,,
MM16,468,grid MM16,894232.67099999997,504621.92099999997,,,07002158,###,#N/A,,,,,
MM17,469,grid MM17,894317.33100000001,504519.25799999997,,,07002159,###,#N/A,,,,,
MM18,470,grid MM18,894406.71400000004,504428.62599999999,,,07002167,###,#N/A,,,,,
MM19,471,grid MM19,894484.06700000004,504342.71799999999,,,07002172,###,#N/A,,,,,
MM2,472,grid MM2,893095.59,505884.772,,,07002186,###,#N/A,,,,,
MM21,473,grid MM21,894641.78399999999,504150.27899999998,,,07002194,###,#N/A,,,,,
MM22,474,grid MM22,894735.46200000006,504063.51500000001,,,07002206,###,#N/A,,,,,
MM23,475,grid MM23,894808.09199999995,503965.57500000001,,,07002210,###,#N/A,,,,,
MM24,476,grid MM24,894897.47499999998,503874.94400000002,,,07002211,###,#N/A,,,,,
MM25,477,grid MM25,894986.43,503776.14899999998,,,07002214,###,#N/A,,,,,
MM26,478,grid MM26,895056.04700000002,503698.83100000001,,,07002252,###,#N/A,,,,,
MM27,976,grid MM27,895155.14300000004,503610.43699999998,,,07002254,###,#N/A,,,,,
MM28,977,grid MM28,895223.228,503532.14799999999,,,07002257,###,#N/A,,,,,
MM3,479,grid MM3,893161.34,505811.755,,,07002259,###,#N/A,,,,,
MM5,480,grid MM5,893347.84100000001,505621.9,,,07002271,###,#N/A,,,,,
MM6,481,grid MM6,893424.69099999999,505536.00799999997,,,07002308,###,#N/A,,,,,
MM7,482,grid MM7,893511.74199999997,505436.21600000001,,,07002325,###,#N/A,,,,,
MM8,483,grid MM8,893580.12800000003,505354.353,,,07002330,###,#N/A,,,,,
MM9,484,grid MM9,893674.48400000005,505241.47399999999,,,07002344,###,#N/A,,,,,
N10,485,grid N10,891513.50600000005,503103.78200000001,,,07002348,###,#N/A,,,,,
N11,486,grid N11,891586.04599999997,503033.27399999998,,,07002353,###,#N/A,,,,,
N12,487,grid N12,891644.08200000005,502958.76299999998,,,07002359,###,#N/A,,,,,
N13,488,grid N13,891729.63100000005,502863.75,,,07002372,###,#N/A,,,,,
N14,489,grid N14,891810.18,502764.23499999999,,,07002401,###,#N/A,,,,,
N15,490,grid N15,891895.23199999996,502659.71899999998,,,07002416,###,#N/A,,,,,
N16,491,grid N16,891987.27599999995,502597.71899999998,,,07002442,###,#N/A,,,,,
N17,492,grid N17,892071.83,502483.7,,,07002444,###,#N/A,,,,,
N18,493,grid N18,892157.87699999998,502398.19099999999,,,07002461,###,#N/A,,,,,
N19,494,grid N19,892238.924,502308.179,,,07002485,###,#N/A,,,,,
N20,495,grid N20,892323.97600000002,502203.663,,,07002486,###,#N/A,,,,,
N21,496,grid N21,892396.01800000004,502123.65299999999,,,07002495,###,#N/A,,,,,
N22,497,grid N22,892481.06900000002,502019.13699999999,,,07002497,###,#N/A,,,,,
N23,498,grid N23,892557.61399999994,501934.12599999999,,,07002498,###,#N/A,,,,,
N24,499,grid N24,892634.65599999996,501858.61800000002,,,07002512,###,#N/A,,,,,
N25,500,grid N25,892723.21400000004,501730.09499999997,,,07002515,###,#N/A,,,,,
N26,501,grid N26,892805.755,501668.59299999999,,,07002524,###,#N/A,,,,,
N27,926,grid N27,892893.05900000001,501584.84499999997,,,07002524,###,#N/A,,,,,
N28,927,grid N28,892962.16799999995,501502.65600000002,,,07002526,###,#N/A,,,,,
NN1,502,grid NN1,893115.74899999995,506035.152,,,07002530,###,#N/A,,,,,
NN11,503,grid NN11,893920.21499999997,505141.70199999999,,,07002531,###,#N/A,,,,,
NN12,504,grid NN12,893985.96400000004,505068.68,,,07002532,###,#N/A,,,,,
NN13,505,grid NN13,894074.92,504969.88500000001,,,07002536,###,#N/A,,,,,
NN14,506,grid NN14,894156.14,504879.68099999998,,,07002541,###,#N/A,,,,,
NN18,507,grid NN18,894488.755,504510.27399999998,,,07002545,###,#N/A,,,,,
NN19,508,grid NN19,894573.70799999998,504426.527,,,07002565,###,#N/A,,,,,
NN2,509,grid NN2,893177.63100000005,505966.42499999999,,,07002568,###,#N/A,,,,,
NN21,510,grid NN21,894728.12,504235.79399999999,,,07002571,###,#N/A,,,,,
NN22,511,grid NN22,894821.37100000004,504140.86700000003,,,07002583,###,#N/A,,,,,
NN23,512,grid NN23,894894.42799999996,504051.09100000001,,,07002584,###,#N/A,,,,,
NN24,513,grid NN24,894972.63600000006,503981.50799999997,,,07002625,###,#N/A,,,,,
NN25,514,grid NN25,895072.33900000004,503853.50099999999,,,07002634,###,#N/A,,,,,
NN26,515,grid NN26,895150.11899999995,503775.75599999999,,,07002634,###,#N/A,,,,,
NN27,978,grid NN27,895240.21,503687.03200000001,,,07002636,###,#N/A,,,,,
NN28,979,grid NN28,895314.41200000001,503604.62300000002,,,07002637,###,#N/A,,,,,
NN3,516,grid NN3,893254.55599999998,505872.353,,,07002637,###,#N/A,,,,,
