Address1,Apt,Case,Pri_Offens,Off_Code,Offense,tract,DATEofReport,date_occ,hour_occ,date_fnd,hour_fnd,FID,X,Y,Donxees,Donyees
5665 PONCE DE LEON BLVD,,07000506,1,PRB,PROPERTY LOST,07U,2007-01-19,2006-11-24,1300,2006-12-02,1300,,,,894326.810,503344.000
